description,lat,lon,hour,geo_bucket,type
déchets au sol place du marché,49.25284406988888,2.4382121757703823,23,49.25225_2.43694,dechets_sauvages
barrière tordue rue victor hugo,49.28832636581108,2.4159874200613283,19,49.28829_2.41441,mobilier_urbain
poubelles débordent place du marché,49.28510537270569,2.4475802034459275,6,49.28378_2.44595,dechets_sauvages
banc cassé place du marché,49.26656761093682,2.4322823396129367,9,49.26577_2.43243,mobilier_urbain
caddie dans la rue rue victor hugo,49.283783145110355,2.422772482232007,23,49.28378_2.42342,objet_abandonne
banc cassé rue victor hugo,49.2697968613098,2.423415009947757,2,49.27027_2.42342,mobilier_urbain
abribus brisé place du marché,49.28781268957112,2.4205372233917695,18,49.28829_2.41892,mobilier_urbain
tas de déchets avenue des lilas,49.27270918313683,2.411649602627297,16,49.27477_2.40991,dechets_sauvages
tas de déchets rue victor hugo,49.27061398639158,2.419331609610685,7,49.27027_2.41892,dechets_sauvages
tapage nocturne avenue des lilas,49.29673649577442,2.4263948192021694,17,49.29730_2.42793,incivilite
poubelles débordent place du marché,49.262543954994534,2.426401367536511,6,49.26126_2.42793,dechets_sauvages
nid-de-poule place du marché,49.25602236699983,2.4380868451106257,6,49.25676_2.43694,voirie
parterre dégradé rue victor hugo,49.27922715566297,2.4179398928578677,22,49.27928_2.41892,espace_vert
chien errant place du marché,49.29846609061421,2.4358399014651977,19,49.29730_2.43694,animal_errant
vélo abandonné rue victor hugo,49.26889196068636,2.428904591938434,22,49.27027_2.42793,objet_abandonne
signalisation abîmée rue victor hugo,49.253101838181436,2.4480922702263417,15,49.25225_2.44595,voirie
nid-de-poule avenue des lilas,49.26696526336548,2.419264246301699,14,49.26577_2.41892,voirie
chien errant avenue des lilas,49.27529658271598,2.4450608232130393,13,49.27477_2.44595,animal_errant
banc cassé place du marché,49.25809615033161,2.4410321273649145,15,49.25676_2.44144,mobilier_urbain
parterre dégradé avenue des lilas,49.282905110902824,2.431883214229473,23,49.28378_2.43243,espace_vert
banc cassé avenue des lilas,49.29988746945051,2.432725723337106,8,49.30180_2.43243,mobilier_urbain
tas de déchets rue victor hugo,49.27258697379907,2.4042324967303204,22,49.27477_2.40541,dechets_sauvages
nid-de-poule avenue des lilas,49.26773642783651,2.4475112302796713,21,49.26577_2.44595,voirie
trottoir cassé avenue des lilas,49.270035208341724,2.405346803174787,20,49.27027_2.40541,voirie
signalisation abîmée avenue des lilas,49.25575730891976,2.4281616654371754,9,49.25676_2.42793,voirie
chien errant avenue des lilas,49.294163680071314,2.4165035400224575,14,49.29279_2.41441,animal_errant
signalisation abîmée place du marché,49.270741282776065,2.4214925989144924,22,49.27027_2.42342,voirie
signalisation abîmée avenue des lilas,49.26936372057124,2.4305091505418406,9,49.27027_2.43243,voirie
parterre dégradé place du marché,49.282984513646525,2.445442568894116,1,49.28378_2.44595,espace_vert
barrière tordue place du marché,49.272101671046556,2.422878356178615,4,49.27027_2.42342,mobilier_urbain
signalisation abîmée avenue des lilas,49.28241167344039,2.449386477765322,7,49.28378_2.45045,voirie
signalisation abîmée avenue des lilas,49.25307231450654,2.429640603267575,5,49.25225_2.42793,voirie
tapage nocturne avenue des lilas,49.29068616718611,2.4080276971321086,5,49.29279_2.40991,incivilite
agression verbale place du marché,49.29702519764397,2.4095004647415625,0,49.29730_2.40991,incivilite
trottinette laissée place du marché,49.28243826930797,2.4358055517794623,15,49.28378_2.43694,objet_abandonne
chat blessé avenue des lilas,49.29772829644294,2.402519889712169,17,49.29730_2.40090,animal_errant
trottinette laissée rue victor hugo,49.2575716157185,2.424017078811111,2,49.25676_2.42342,objet_abandonne
arbre tombé rue victor hugo,49.27387080947402,2.407410955490176,6,49.27477_2.40541,espace_vert
tas de déchets place du marché,49.28009033669727,2.421660931758892,11,49.27928_2.42342,dechets_sauvages
attroupement bruyant avenue des lilas,49.27908683237106,2.437495871103586,9,49.27928_2.43694,incivilite
tapage nocturne avenue des lilas,49.270073088954454,2.4229406464120715,21,49.27027_2.42342,incivilite
signalisation abîmée avenue des lilas,49.26690422046831,2.4081725554490463,20,49.26577_2.40991,voirie
trottoir cassé rue victor hugo,49.25634120112752,2.412596268517832,9,49.25676_2.41441,voirie
banc cassé rue victor hugo,49.269587122528115,2.418376979432609,22,49.27027_2.41892,mobilier_urbain
nid-de-poule avenue des lilas,49.258133040755276,2.403478059174321,8,49.25676_2.40541,voirie
déchets au sol rue victor hugo,49.28671828382461,2.429216881804056,10,49.28829_2.42793,dechets_sauvages
parterre dégradé avenue des lilas,49.26044154677473,2.4303766895639023,18,49.26126_2.43243,espace_vert
chat blessé rue victor hugo,49.252928265264224,2.4031075963566284,7,49.25225_2.40090,animal_errant
chat blessé place du marché,49.277618306890865,2.420115566058708,17,49.27928_2.41892,animal_errant
tas de déchets place du marché,49.27976148663597,2.420700034144236,3,49.27928_2.41892,dechets_sauvages
chien errant rue victor hugo,49.293595653064024,2.41669097842763,1,49.29279_2.41892,animal_errant
caddie dans la rue avenue des lilas,49.27884908062089,2.4278869870165556,12,49.27928_2.42793,objet_abandonne
signalisation abîmée rue victor hugo,49.267274042686175,2.4172978745030056,22,49.26577_2.41892,voirie
signalisation abîmée rue victor hugo,49.290150594076316,2.4208204639738904,13,49.28829_2.41892,voirie
poubelles débordent avenue des lilas,49.27701394465937,2.43987617737208,19,49.27477_2.44144,dechets_sauvages
nid-de-poule place du marché,49.253964014231556,2.40810546777151,21,49.25225_2.40991,voirie
agression verbale rue victor hugo,49.27829252801566,2.430955734765171,23,49.27928_2.43243,incivilite
nid-de-poule rue victor hugo,49.29540092727108,2.4252797200845424,14,49.29730_2.42342,voirie
tas de déchets place du marché,49.26981563127491,2.4152535818739675,12,49.27027_2.41441,dechets_sauvages
banc cassé place du marché,49.26481629009499,2.4363767328245203,5,49.26577_2.43694,mobilier_urbain
barrière tordue place du marché,49.2571734728509,2.4275594179770574,19,49.25676_2.42793,mobilier_urbain
signalisation abîmée avenue des lilas,49.25757227609677,2.4238680763480347,5,49.25676_2.42342,voirie
barrière tordue place du marché,49.27163857421709,2.43338346573856,0,49.27027_2.43243,mobilier_urbain
déchets au sol rue victor hugo,49.27978399120808,2.4401145153990678,14,49.27928_2.44144,dechets_sauvages
trottoir cassé place du marché,49.25403077025848,2.4486334395016787,5,49.25225_2.45045,voirie
déchets au sol avenue des lilas,49.29697842945126,2.4314675184188186,14,49.29730_2.43243,dechets_sauvages
signalisation abîmée rue victor hugo,49.287756680872256,2.443721999270019,14,49.28829_2.44595,voirie
nid-de-poule place du marché,49.27933119591418,2.4000545770511477,13,49.27928_2.40090,voirie
chien errant avenue des lilas,49.29142193354695,2.4265117846362947,9,49.29279_2.42793,animal_errant
poubelles débordent place du marché,49.25400933784061,2.4107323774385097,7,49.25225_2.40991,dechets_sauvages
tas de déchets rue victor hugo,49.27384194388666,2.4047096228541567,3,49.27477_2.40541,dechets_sauvages
trottinette laissée avenue des lilas,49.28150465634308,2.4265985508532193,21,49.27928_2.42793,objet_abandonne
signalisation abîmée place du marché,49.29143264530592,2.4373413253074547,5,49.29279_2.43694,voirie
déchets au sol rue victor hugo,49.28917347800246,2.420613626123719,19,49.28829_2.41892,dechets_sauvages
trottoir cassé rue victor hugo,49.26385346248567,2.4335053724672218,23,49.26577_2.43243,voirie
vélo abandonné rue victor hugo,49.29704400847796,2.424485962692047,20,49.29730_2.42342,objet_abandonne
déchets au sol rue victor hugo,49.25621729207155,2.4218542932979714,16,49.25676_2.42342,dechets_sauvages
chat blessé place du marché,49.29375668093106,2.414512832021793,22,49.29279_2.41441,animal_errant
trottoir cassé place du marché,49.29854701248023,2.41912967572505,23,49.29730_2.41892,voirie
tapage nocturne rue victor hugo,49.25885767616113,2.417489781539721,21,49.25676_2.41892,incivilite
trottinette laissée avenue des lilas,49.28610330321019,2.432309359200744,6,49.28829_2.43243,objet_abandonne
trottinette laissée avenue des lilas,49.2520142759389,2.4058009255639567,11,49.25225_2.40541,objet_abandonne
nid-de-poule rue victor hugo,49.270271141256956,2.4046318184343902,22,49.27027_2.40541,voirie
banc cassé place du marché,49.27581416495988,2.433000649710423,3,49.27477_2.43243,mobilier_urbain
banc cassé rue victor hugo,49.279032261295484,2.427314903493944,13,49.27928_2.42793,mobilier_urbain
nid-de-poule avenue des lilas,49.29679686241243,2.421510004837133,3,49.29730_2.42342,voirie
tapage nocturne avenue des lilas,49.28361253436471,2.407622144220395,15,49.28378_2.40541,incivilite
arbre tombé rue victor hugo,49.274063897560964,2.4205513555934655,0,49.27477_2.41892,espace_vert
trottoir cassé avenue des lilas,49.2904837518133,2.4394865881660004,17,49.28829_2.44144,voirie
tapage nocturne place du marché,49.29752664104772,2.4444810617894626,18,49.29730_2.44595,incivilite
chat blessé place du marché,49.251103307434114,2.435128828498211,20,49.25225_2.43694,animal_errant
chat blessé avenue des lilas,49.2991260636128,2.402995608794044,9,49.29730_2.40090,animal_errant
nid-de-poule place du marché,49.254306606953186,2.4335204888300557,4,49.25225_2.43243,voirie
signalisation abîmée rue victor hugo,49.29071933896344,2.4120492794773147,12,49.29279_2.40991,voirie
tapage nocturne rue victor hugo,49.26401673762757,2.41576256215132,5,49.26577_2.41441,incivilite
caddie dans la rue place du marché,49.25660898288769,2.409793660397999,22,49.25676_2.40991,objet_abandonne
chien errant avenue des lilas,49.271992781985695,2.43878778953101,3,49.27027_2.43694,animal_errant
caddie dans la rue rue victor hugo,49.28219782897238,2.432430106131864,15,49.28378_2.43243,objet_abandonne
trottinette laissée rue victor hugo,49.26904759225118,2.430591752729959,7,49.27027_2.43243,objet_abandonne
nid-de-poule avenue des lilas,49.25272827041414,2.4333986304834636,15,49.25225_2.43243,voirie
déchets au sol place du marché,49.27997305698294,2.411838613070195,10,49.27928_2.40991,dechets_sauvages
tapage nocturne place du marché,49.295120163805535,2.422232220716268,21,49.29730_2.42342,incivilite
agression verbale avenue des lilas,49.26916076829736,2.4316626860774493,0,49.27027_2.43243,incivilite
haie non taillée rue victor hugo,49.26081663888154,2.431829701380915,21,49.26126_2.43243,espace_vert
poubelles débordent rue victor hugo,49.272128867296644,2.4395925931377564,17,49.27027_2.44144,dechets_sauvages
barrière tordue place du marché,49.25241813555244,2.4143551983344054,3,49.25225_2.41441,mobilier_urbain
caddie dans la rue rue victor hugo,49.29102437922401,2.438516806084841,10,49.29279_2.43694,objet_abandonne
barrière tordue avenue des lilas,49.29131704054751,2.422009224030847,19,49.29279_2.42342,mobilier_urbain
caddie dans la rue rue victor hugo,49.27940002317148,2.433508634602947,9,49.27928_2.43243,objet_abandonne
déchets au sol avenue des lilas,49.26765514444692,2.422785969003264,15,49.26577_2.42342,dechets_sauvages
déchets au sol avenue des lilas,49.28998916822229,2.447430508489547,9,49.28829_2.44595,dechets_sauvages
poubelles débordent place du marché,49.27773435123942,2.408965113237082,4,49.27928_2.40991,dechets_sauvages
nid-de-poule rue victor hugo,49.2912966154275,2.4337502544291176,17,49.29279_2.43243,voirie
nid-de-poule rue victor hugo,49.28157293962915,2.4288267500384078,21,49.28378_2.42793,voirie
tapage nocturne rue victor hugo,49.28922027366064,2.4086365520473874,10,49.28829_2.40991,incivilite
poubelles débordent rue victor hugo,49.27992814966089,2.4033003167905833,2,49.27928_2.40541,dechets_sauvages
animal sans maître place du marché,49.27070705341078,2.439957219448583,8,49.27027_2.44144,animal_errant
parterre dégradé avenue des lilas,49.2978972929963,2.4078725666823133,14,49.29730_2.40991,espace_vert
animal sans maître avenue des lilas,49.277055691243945,2.4093253341392886,21,49.27928_2.40991,animal_errant
tas de déchets rue victor hugo,49.28025447592703,2.4489217111994517,18,49.27928_2.45045,dechets_sauvages
trottoir cassé place du marché,49.261024381970735,2.4358630425738315,18,49.26126_2.43694,voirie
barrière tordue place du marché,49.28128253947136,2.412524342080061,4,49.27928_2.41441,mobilier_urbain
déchets au sol rue victor hugo,49.278580382474146,2.42954744800758,5,49.27928_2.42793,dechets_sauvages
haie non taillée place du marché,49.25924191989735,2.4267055919201255,3,49.26126_2.42793,espace_vert
banc cassé rue victor hugo,49.252979354867655,2.4422236633756924,11,49.25225_2.44144,mobilier_urbain
trottinette laissée rue victor hugo,49.28021796598574,2.436466037391631,4,49.27928_2.43694,objet_abandonne
animal sans maître avenue des lilas,49.288184613467514,2.441586056274659,2,49.28829_2.44144,animal_errant
haie non taillée place du marché,49.2761700685461,2.410575329398868,9,49.27477_2.40991,espace_vert
barrière tordue place du marché,49.261338631265986,2.43201096021835,12,49.26126_2.43243,mobilier_urbain
vélo abandonné place du marché,49.28332609883465,2.402012042920919,3,49.28378_2.40090,objet_abandonne
tapage nocturne place du marché,49.25400528633048,2.403447030613961,23,49.25225_2.40541,incivilite
agression verbale avenue des lilas,49.2720916852401,2.4356763516352298,7,49.27027_2.43694,incivilite
déchets au sol rue victor hugo,49.25816833791992,2.4012210051321965,0,49.25676_2.40090,dechets_sauvages
trottoir cassé rue victor hugo,49.259222952552996,2.4289882504450255,19,49.26126_2.42793,voirie
signalisation abîmée rue victor hugo,49.26011469745791,2.4420202549222263,1,49.26126_2.44144,voirie
poubelles débordent avenue des lilas,49.269335352852195,2.4189970904209015,3,49.27027_2.41892,dechets_sauvages
tapage nocturne rue victor hugo,49.25255751028102,2.4022420218419955,20,49.25225_2.40090,incivilite
signalisation abîmée avenue des lilas,49.26988967204645,2.4356923724814363,0,49.27027_2.43694,voirie
signalisation abîmée place du marché,49.275585372355735,2.4464843226232076,20,49.27477_2.44595,voirie
déchets au sol avenue des lilas,49.274164714248315,2.4358585696029134,6,49.27477_2.43694,dechets_sauvages
arbre tombé avenue des lilas,49.26913920502015,2.428922362150139,4,49.27027_2.42793,espace_vert
agression verbale rue victor hugo,49.29195733040354,2.411501441493953,22,49.29279_2.40991,incivilite
barrière tordue avenue des lilas,49.25726633462102,2.400768781202225,12,49.25676_2.40090,mobilier_urbain
caddie dans la rue rue victor hugo,49.27528483718907,2.434733605423953,12,49.27477_2.43694,objet_abandonne
trottinette laissée avenue des lilas,49.25310207084783,2.4115513087922147,7,49.25225_2.40991,objet_abandonne
barrière tordue avenue des lilas,49.2535577839439,2.4429081338591176,16,49.25225_2.44144,mobilier_urbain
tas de déchets avenue des lilas,49.27869329248386,2.4233182059416305,9,49.27928_2.42342,dechets_sauvages
caddie dans la rue place du marché,49.278300921244394,2.4265317791186227,9,49.27928_2.42793,objet_abandonne
barrière tordue avenue des lilas,49.293901675642225,2.437696827213318,1,49.29279_2.43694,mobilier_urbain
trottinette laissée rue victor hugo,49.277893683783006,2.438971530390167,5,49.27928_2.43694,objet_abandonne
abribus brisé avenue des lilas,49.297989551020244,2.4321325416540285,20,49.29730_2.43243,mobilier_urbain
haie non taillée avenue des lilas,49.25243474241999,2.446921590770637,0,49.25225_2.44595,espace_vert
barrière tordue rue victor hugo,49.254900384239036,2.449114921816021,17,49.25676_2.45045,mobilier_urbain
abribus brisé avenue des lilas,49.252203293078516,2.447344272218731,2,49.25225_2.44595,mobilier_urbain
attroupement bruyant place du marché,49.259263842516674,2.4412089592671973,20,49.26126_2.44144,incivilite
signalisation abîmée avenue des lilas,49.27706350554708,2.4352812610122125,6,49.27928_2.43694,voirie
signalisation abîmée avenue des lilas,49.28227860907137,2.433166292894083,15,49.28378_2.43243,voirie
animal sans maître place du marché,49.252279257897435,2.4051875088460264,21,49.25225_2.40541,animal_errant
banc cassé place du marché,49.29729854449228,2.4135742173409556,2,49.29730_2.41441,mobilier_urbain
trottoir cassé rue victor hugo,49.29210826883252,2.400284411176469,5,49.29279_2.40090,voirie
vélo abandonné place du marché,49.26483062410785,2.4068704935116996,3,49.26577_2.40541,objet_abandonne
attroupement bruyant rue victor hugo,49.25385937651132,2.421961473858459,15,49.25225_2.42342,incivilite
banc cassé place du marché,49.25849435366095,2.4073268275394537,2,49.25676_2.40541,mobilier_urbain
banc cassé avenue des lilas,49.25634722068775,2.4450831707338376,3,49.25676_2.44595,mobilier_urbain
nid-de-poule place du marché,49.256164188964945,2.440284959266764,10,49.25676_2.44144,voirie
agression verbale avenue des lilas,49.27592808443329,2.403580595604476,23,49.27477_2.40541,incivilite
trottinette laissée rue victor hugo,49.26229237212467,2.4124456857733634,16,49.26126_2.41441,objet_abandonne
animal sans maître avenue des lilas,49.26790698582646,2.4409535942305753,18,49.26577_2.44144,animal_errant
banc cassé avenue des lilas,49.29947526666922,2.4401523063279935,7,49.29730_2.44144,mobilier_urbain
nid-de-poule place du marché,49.28421571244627,2.4472725275058895,13,49.28378_2.44595,voirie
poubelles débordent place du marché,49.29744903335235,2.4498773880808677,15,49.29730_2.45045,dechets_sauvages
poubelles débordent rue victor hugo,49.25712782775165,2.448813503162056,18,49.25676_2.45045,dechets_sauvages
déchets au sol place du marché,49.26910697374163,2.420506899286072,15,49.27027_2.41892,dechets_sauvages
chat blessé place du marché,49.27773659016412,2.4125164221901017,9,49.27928_2.41441,animal_errant
barrière tordue rue victor hugo,49.253837903094436,2.437920509521353,14,49.25225_2.43694,mobilier_urbain
signalisation abîmée place du marché,49.250209372181395,2.4149636446372016,3,49.25225_2.41441,voirie
banc cassé avenue des lilas,49.28352171668985,2.4403200180065663,3,49.28378_2.44144,mobilier_urbain
tas de déchets avenue des lilas,49.28209097584007,2.426697736519896,12,49.28378_2.42793,dechets_sauvages
trottinette laissée rue victor hugo,49.27053944049998,2.4396963637617475,11,49.27027_2.44144,objet_abandonne
poubelles débordent rue victor hugo,49.274482203801604,2.4137939939858506,14,49.27477_2.41441,dechets_sauvages
barrière tordue avenue des lilas,49.27077215002961,2.425401365777691,22,49.27027_2.42342,mobilier_urbain
chien errant avenue des lilas,49.25120025224224,2.428201189680109,12,49.25225_2.42793,animal_errant
déchets au sol rue victor hugo,49.266768580310874,2.4471554033860063,5,49.26577_2.44595,dechets_sauvages
abribus brisé avenue des lilas,49.25885411276987,2.413329878841521,13,49.25676_2.41441,mobilier_urbain
caddie dans la rue place du marché,49.25492120945507,2.4468344119642444,2,49.25676_2.44595,objet_abandonne
trottoir cassé rue victor hugo,49.297836021694465,2.440242945773286,7,49.29730_2.44144,voirie
nid-de-poule place du marché,49.27996798625211,2.4365447027043348,11,49.27928_2.43694,voirie
déchets au sol avenue des lilas,49.28643281421183,2.439343513459256,13,49.28829_2.44144,dechets_sauvages
barrière tordue avenue des lilas,49.2657681871633,2.430271252294003,4,49.26577_2.43243,mobilier_urbain
agression verbale place du marché,49.2696573564747,2.4122040005231242,1,49.27027_2.41441,incivilite
abribus brisé avenue des lilas,49.26184619969484,2.4094747484419927,9,49.26126_2.40991,mobilier_urbain
poubelles débordent avenue des lilas,49.25484828354827,2.4433170717925194,2,49.25676_2.44144,dechets_sauvages
vélo abandonné place du marché,49.25895158187208,2.4362569701297914,22,49.25676_2.43694,objet_abandonne
tas de déchets avenue des lilas,49.28987570226482,2.4106602141380473,9,49.28829_2.40991,dechets_sauvages
attroupement bruyant place du marché,49.28387729025919,2.4307546682937198,8,49.28378_2.43243,incivilite
parterre dégradé avenue des lilas,49.277346443799274,2.422377324070711,16,49.27928_2.42342,espace_vert
barrière tordue place du marché,49.27375449364334,2.4079327584981547,5,49.27477_2.40991,mobilier_urbain
tapage nocturne place du marché,49.2961217141828,2.426592855467858,8,49.29730_2.42793,incivilite
tas de déchets avenue des lilas,49.25363674738893,2.414075954623321,22,49.25225_2.41441,dechets_sauvages
signalisation abîmée avenue des lilas,49.26403004066189,2.4048122062078785,2,49.26577_2.40541,voirie
trottoir cassé place du marché,49.26749689267854,2.4233479149272705,6,49.26577_2.42342,voirie
caddie dans la rue avenue des lilas,49.28912129061064,2.429505427604678,11,49.28829_2.42793,objet_abandonne
animal sans maître place du marché,49.2996257310081,2.4023453205190575,17,49.30180_2.40090,animal_errant
signalisation abîmée rue victor hugo,49.262033525737856,2.42010463747055,9,49.26126_2.41892,voirie
poubelles débordent avenue des lilas,49.293715366706856,2.4128830959918344,1,49.29279_2.41441,dechets_sauvages
tapage nocturne avenue des lilas,49.29153113802159,2.4015325295353613,16,49.29279_2.40090,incivilite
déchets au sol place du marché,49.261232869882086,2.406283127480575,2,49.26126_2.40541,dechets_sauvages
trottoir cassé avenue des lilas,49.269966629009964,2.4069517079409186,0,49.27027_2.40541,voirie
trottoir cassé place du marché,49.27048364346462,2.4091437124058985,7,49.27027_2.40991,voirie
poubelles débordent avenue des lilas,49.29891103342633,2.440168878571896,12,49.29730_2.44144,dechets_sauvages
déchets au sol place du marché,49.25904459506894,2.421974593323907,10,49.26126_2.42342,dechets_sauvages
animal sans maître avenue des lilas,49.28995789855524,2.407354299613519,7,49.28829_2.40541,animal_errant
chat blessé rue victor hugo,49.26670963570866,2.4050148483463945,19,49.26577_2.40541,animal_errant
chien errant place du marché,49.286543517288806,2.4148970229364517,0,49.28829_2.41441,animal_errant
trottinette laissée place du marché,49.27100055021479,2.4399007759352225,1,49.27027_2.44144,objet_abandonne
agression verbale rue victor hugo,49.278917988155825,2.418222992396982,17,49.27928_2.41892,incivilite
déchets au sol avenue des lilas,49.29163058866631,2.407994868014697,17,49.29279_2.40991,dechets_sauvages
poubelles débordent avenue des lilas,49.290208278249196,2.420205809077308,8,49.28829_2.41892,dechets_sauvages
trottoir cassé avenue des lilas,49.29332115917698,2.4277655778643528,6,49.29279_2.42793,voirie
banc cassé avenue des lilas,49.25298086626723,2.4014792091819004,8,49.25225_2.40090,mobilier_urbain
déchets au sol place du marché,49.284602527651984,2.4313820900720087,9,49.28378_2.43243,dechets_sauvages
trottinette laissée place du marché,49.25699936883609,2.4197550376507393,1,49.25676_2.41892,objet_abandonne
barrière tordue avenue des lilas,49.27079092840092,2.4004862937565594,4,49.27027_2.40090,mobilier_urbain
vélo abandonné place du marché,49.27742942075273,2.433694469947319,16,49.27928_2.43243,objet_abandonne
nid-de-poule avenue des lilas,49.27013697423734,2.435619381778132,1,49.27027_2.43694,voirie
nid-de-poule avenue des lilas,49.27598058379015,2.431441989427934,19,49.27477_2.43243,voirie
agression verbale place du marché,49.29982631543993,2.417096510879921,9,49.30180_2.41892,incivilite
signalisation abîmée place du marché,49.25676086568564,2.426480242703298,0,49.25676_2.42793,voirie
signalisation abîmée rue victor hugo,49.283772802266824,2.4193578853066717,11,49.28378_2.41892,voirie
tas de déchets avenue des lilas,49.26980004831928,2.4350310865079847,23,49.27027_2.43694,dechets_sauvages
banc cassé avenue des lilas,49.256650489945365,2.4291790093116843,14,49.25676_2.42793,mobilier_urbain
agression verbale avenue des lilas,49.25793683816872,2.404089955691372,5,49.25676_2.40541,incivilite
poubelles débordent place du marché,49.29746365531228,2.4321546779109497,13,49.29730_2.43243,dechets_sauvages
abribus brisé place du marché,49.29398007483559,2.43436192071689,13,49.29279_2.43243,mobilier_urbain
agression verbale place du marché,49.29535209802075,2.418535109030735,14,49.29730_2.41892,incivilite
animal sans maître rue victor hugo,49.29957663879137,2.4437892890479853,0,49.30180_2.44595,animal_errant
nid-de-poule avenue des lilas,49.260415769500426,2.442150717742248,16,49.26126_2.44144,voirie
parterre dégradé avenue des lilas,49.2677719668682,2.4087583261949868,10,49.26577_2.40991,espace_vert
tas de déchets avenue des lilas,49.283460951496245,2.445213315424293,14,49.28378_2.44595,dechets_sauvages
tas de déchets place du marché,49.274190126993034,2.4220436185747536,19,49.27477_2.42342,dechets_sauvages
attroupement bruyant place du marché,49.270919476668915,2.4361874826317145,15,49.27027_2.43694,incivilite
signalisation abîmée avenue des lilas,49.26789056246678,2.4407048503483617,20,49.26577_2.44144,voirie
attroupement bruyant rue victor hugo,49.27968903159717,2.4252556210534846,8,49.27928_2.42342,incivilite
trottoir cassé rue victor hugo,49.278779671432005,2.4199550969685406,11,49.27928_2.41892,voirie
tapage nocturne place du marché,49.258072891703215,2.4457725684307547,1,49.25676_2.44595,incivilite
caddie dans la rue rue victor hugo,49.27358699187592,2.411542677646771,14,49.27477_2.40991,objet_abandonne
animal sans maître place du marché,49.277673588810494,2.4128485038859573,8,49.27928_2.41441,animal_errant
abribus brisé avenue des lilas,49.27851434693657,2.418081015700672,15,49.27928_2.41892,mobilier_urbain
déchets au sol avenue des lilas,49.26050535964562,2.442973288898528,16,49.26126_2.44144,dechets_sauvages
poubelles débordent place du marché,49.287113569612615,2.4469394132106537,19,49.28829_2.44595,dechets_sauvages
caddie dans la rue avenue des lilas,49.25125995474105,2.411003385737743,22,49.25225_2.40991,objet_abandonne
attroupement bruyant place du marché,49.267741592777156,2.443193507381562,3,49.26577_2.44144,incivilite
vélo abandonné place du marché,49.28901063242678,2.4129101479734283,7,49.28829_2.41441,objet_abandonne
tapage nocturne avenue des lilas,49.27819464605277,2.4485320623374944,6,49.27928_2.45045,incivilite
attroupement bruyant avenue des lilas,49.26305812162554,2.429870394599079,5,49.26126_2.42793,incivilite
trottinette laissée place du marché,49.28474765596715,2.400354323372369,4,49.28378_2.40090,objet_abandonne
attroupement bruyant rue victor hugo,49.2783695472078,2.401706495203559,9,49.27928_2.40090,incivilite
déchets au sol place du marché,49.28981218047282,2.4073742265402354,2,49.28829_2.40541,dechets_sauvages
vélo abandonné place du marché,49.28675125930949,2.4093786578909375,23,49.28829_2.40991,objet_abandonne
vélo abandonné avenue des lilas,49.28050539610181,2.4383809561413297,19,49.27928_2.43694,objet_abandonne
tas de déchets avenue des lilas,49.27440888376554,2.4111382938208474,23,49.27477_2.40991,dechets_sauvages
attroupement bruyant rue victor hugo,49.25665910628338,2.448457081002493,16,49.25676_2.45045,incivilite
poubelles débordent avenue des lilas,49.26306665089427,2.431805602860147,15,49.26126_2.43243,dechets_sauvages
chien errant place du marché,49.27095497364586,2.4346258754626757,10,49.27027_2.43243,animal_errant
poubelles débordent rue victor hugo,49.27996496435032,2.4108908259642603,12,49.27928_2.40991,dechets_sauvages
abribus brisé avenue des lilas,49.275685392760764,2.4446353157047542,17,49.27477_2.44595,mobilier_urbain
nid-de-poule rue victor hugo,49.26440922629798,2.4333907286409966,13,49.26577_2.43243,voirie
barrière tordue place du marché,49.25032321788949,2.443220281217093,1,49.25225_2.44144,mobilier_urbain
caddie dans la rue place du marché,49.27481196109504,2.4478240548615613,11,49.27477_2.44595,objet_abandonne
caddie dans la rue rue victor hugo,49.26428129942811,2.4062820488554797,21,49.26577_2.40541,objet_abandonne
vélo abandonné place du marché,49.28673041503553,2.404829361513447,20,49.28829_2.40541,objet_abandonne
poubelles débordent place du marché,49.251197313263525,2.440170391329482,9,49.25225_2.44144,dechets_sauvages
trottoir cassé avenue des lilas,49.27924139056529,2.4433063029547086,6,49.27928_2.44144,voirie
tapage nocturne rue victor hugo,49.297073711875306,2.429188071043899,1,49.29730_2.42793,incivilite
abribus brisé place du marché,49.25872046335557,2.418300027387526,17,49.25676_2.41892,mobilier_urbain
trottinette laissée place du marché,49.27358247453753,2.432631481803761,16,49.27477_2.43243,objet_abandonne
trottoir cassé avenue des lilas,49.254571099590855,2.4152832036296226,15,49.25676_2.41441,voirie
trottoir cassé rue victor hugo,49.28128409561307,2.411919284607673,1,49.27928_2.40991,voirie
haie non taillée place du marché,49.277526584029815,2.424407260476363,10,49.27928_2.42342,espace_vert
agression verbale avenue des lilas,49.27036827621064,2.410807691380319,18,49.27027_2.40991,incivilite
tas de déchets rue victor hugo,49.27606885107369,2.4241851804157584,21,49.27477_2.42342,dechets_sauvages
banc cassé rue victor hugo,49.29482873292345,2.4478303252731783,6,49.29279_2.44595,mobilier_urbain
animal sans maître avenue des lilas,49.25981471511555,2.4419892017808693,21,49.26126_2.44144,animal_errant
chat blessé rue victor hugo,49.25112822558527,2.447081545975001,16,49.25225_2.44595,animal_errant
animal sans maître place du marché,49.29308324423496,2.440316448742368,14,49.29279_2.44144,animal_errant
banc cassé rue victor hugo,49.27885585411939,2.417737546797314,8,49.27928_2.41892,mobilier_urbain
